Device,Completed,Start,End,PG0Dis,PG0Shown,PG0Submit,PG1PsnUse,PG1WdAuth,PG1Trn,PG1Other,PG1Submit,PG2Resp,PG2Submit,PG2Resp,PG3Submit,PG4Dtr0_6,PG4Psv7_8,PG4Prm9_10,PG4AllResp,PG4Submit,PG5_1RRPQ,PG5_1Order,PG5_1Time,PG5_2BNUI,PG5_2Order,PG5_2Time,PG5_3HDS,PG5_3Order,PG5_3Time,PG5_4VGP,PG5_4Order,PG5_4Time,PG5_5PHR,PG5_5Order,PG5_5Time,PG5_6SSYOP,PG5_6Order,PG5_6Time,PG5_7NDYP,PG5_7Order,PG5_7Time,PG5_8CP,PG5_8Order,PG5_8Time,PG5_9FRP,PG5_9Order,PG5_9Time,PG5_10RPA,PG5_10Order,PG5_10Time,PG5_11NSG,PG5_11Order,PG5_11Time,PG5_12NWG,PG5_12Order,PG5_12Time,PG5_13NFG,PG5_13Order,PG5_13Time,PG5Submit,PG6Resp,PG6Submit,PG7R,PG7C/C++,PG7Java,PG7Python,PG7Javascript,PG7Go,PG7C#,PG7Other,PG7Submit,PG8Resp,PG8Submit,PG9Resp,PG9Submit,PG10Resp,PG10Submit,PG11Resp,PG11Submit,PG12Resp,PG12Submit
PC,TRUE,2018-10-11 18:47:10,2018-10-11 18:54:24,168,744,2018-10-11 18:47:16,Learning how to create a package,,,,2018-10-11 18:50:07,Yes,2018-10-11 18:50:58,Chose the package to be compatible with other packages in my project,2018-10-11 18:51:46,,,10,10,2018-10-11 18:51:54,Not a Priority,7,2018-10-11 18:52:54,Not a Priority,8,2018-10-11 18:52:57,Not a Priority,10,2018-10-11 18:53:05,Not a Priority,5,2018-10-11 18:52:46,Low Priority,18,2018-10-11 18:53:10,Medium Priority,16,2018-10-11 18:53:08,Not a Priority,6,2018-10-11 18:52:49,Medium Priority,13,2018-10-11 18:53:07,Essential,4,2018-10-11 18:52:46,Low Priority,20,2018-10-11 18:53:17,Not a Priority,3,2018-10-11 18:52:40,Not a Priority,2,2018-10-11 18:52:38,Not a Priority,1,2018-10-11 18:52:32,2018-10-11 18:53:17,Less than 2 years,2018-10-11 18:53:26,R,,,,,,,,2018-10-11 18:53:34,Economist,2018-10-11 18:53:49,2 - 3,2018-10-11 18:53:57,Not native - full working proficiency,2018-10-11 18:54:12,Male,2018-10-11 18:54:16,25 - 34,2018-10-11 18:54:23
PC,TRUE,2018-10-11 18:48:51,2018-10-11 18:55:03,0,0,2018-10-11 18:49:05,,,For a training / class that I took,,2018-10-11 18:50:17,Yes,2018-10-11 18:51:06,I saw a recommendation for the package,2018-10-11 18:52:04,6,,,6,2018-10-11 18:52:14,High Priority,2,2018-10-11 18:52:38,Medium Priority,4,2018-10-11 18:52:47,High Priority,10,2018-10-11 18:53:14,Medium Priority,9,2018-10-11 18:53:09,Low Priority,3,2018-10-11 18:52:45,High Priority,7,2018-10-11 18:53:03,Not a Priority,1,2018-10-11 18:52:30,Essential,5,2018-10-11 18:52:56,High Priority,12,2018-10-11 18:53:23,Low Priority,14,2018-10-11 18:53:30,Low Priority,13,2018-10-11 18:53:25,Medium Priority,6,2018-10-11 18:52:59,Low Priority,11,2018-10-11 18:53:18,2018-10-11 18:53:30,9 - 12 years,2018-10-11 18:53:38,,,,,,,C#,,2018-10-11 18:54:07,Software Engineer,2018-10-11 18:54:17,11 - 15,2018-10-11 18:54:39,Not native - full working proficiency,2018-10-11 18:54:49,Prefer not to answer,2018-10-11 18:54:56,,2018-10-11 18:55:02
PC,FALSE,2018-10-11 18:50:32,,1,36,2018-10-11 18:50:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 18:51:05,,168,747,2018-10-11 18:51:13,For personal work and/or research use,,,,2018-10-11 18:51:20,Not sure,2018-10-11 18:51:33,I saw a recommendation for the package,2018-10-11 18:51:45,,,,,2018-10-11 18:51:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 18:51:26,,168,748,2018-10-11 18:51:29,,,,,2018-10-11 18:51:38,,2018-10-11 18:51:43,,2018-10-11 18:51:46,,,,,2018-10-11 18:51:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 18:52:30,,168,749,2018-10-11 18:52:44,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",For a training / class that I took,,2018-10-11 18:53:19,No,2018-10-11 18:53:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 18:53:39,2018-10-11 18:55:51,0,0,2018-10-11 18:53:58,,,For a training / class that I took,,2018-10-11 18:54:04,Yes,2018-10-11 18:54:14,,2018-10-11 18:54:16,,,10,10,2018-10-11 18:54:27,,,,,,,Essential,1,2018-10-11 18:54:49,Medium Priority,8,2018-10-11 18:55:05,,,,High Priority,9,2018-10-11 18:55:09,,,,Essential,3,2018-10-11 18:54:55,Essential,4,2018-10-11 18:54:57,Medium Priority,2,2018-10-11 18:54:52,Not a Priority,6,2018-10-11 18:55:01,Not a Priority,5,2018-10-11 18:55:00,Not a Priority,7,2018-10-11 18:55:03,2018-10-11 18:55:09,2 - 5 years,2018-10-11 18:55:14,R,,,,,,,,2018-10-11 18:55:19,"graduate student, natural sciences",2018-10-11 18:55:30,2 - 3,2018-10-11 18:55:38,Native,2018-10-11 18:55:42,Female,2018-10-11 18:55:46,25 - 34,2018-10-11 18:55:50
Tablet,FALSE,2018-10-11 18:53:40,,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 18:55:02,2018-10-11 19:00:46,168,752,2018-10-11 18:55:08,For personal work and/or research use,,,,2018-10-11 18:56:19,No,2018-10-11 18:57:36,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 18:57:59,,,10,10,2018-10-11 18:58:05,Medium Priority,12,2018-10-11 18:59:08,Not a Priority,5,2018-10-11 18:58:36,Medium Priority,11,2018-10-11 18:59:06,High Priority,1,2018-10-11 18:58:22,High Priority,7,2018-10-11 18:58:51,Medium Priority,6,2018-10-11 18:58:43,Low Priority,9,2018-10-11 18:58:55,High Priority,17,2018-10-11 18:59:38,Essential,14,2018-10-11 18:59:19,High Priority,10,2018-10-11 18:59:02,Not a Priority,2,2018-10-11 18:58:25,Not a Priority,3,2018-10-11 18:58:32,Not a Priority,4,2018-10-11 18:58:34,2018-10-11 18:59:44,6 - 8 years,2018-10-11 19:00:04,R,,,,,,,,2018-10-11 19:00:11,Data Scientist,2018-10-11 19:00:17,4 - 6,2018-10-11 19:00:32,Native,2018-10-11 19:00:37,Female,2018-10-11 19:00:40,25 - 34,2018-10-11 19:00:44
PC,TRUE,2018-10-11 18:57:49,2018-10-11 19:02:39,24,753,2018-10-11 18:58:12,For personal work and/or research use,,,,2018-10-11 18:58:34,No,2018-10-11 18:58:49,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 18:59:27,,,10,10,2018-10-11 18:59:38,Low Priority,3,2018-10-11 19:00:39,Not a Priority,1,2018-10-11 19:00:18,High Priority,9,2018-10-11 19:01:03,High Priority,6,2018-10-11 19:00:52,Medium Priority,10,2018-10-11 19:01:08,Low Priority,11,2018-10-11 19:01:12,Not a Priority,4,2018-10-11 19:00:45,Essential,7,2018-10-11 19:00:54,Medium Priority,12,2018-10-11 19:01:15,High Priority,2,2018-10-11 19:00:23,Not a Priority,5,2018-10-11 19:00:48,,,,Low Priority,8,2018-10-11 19:00:58,2018-10-11 19:01:20,6 - 8 years,2018-10-11 19:01:33,R,,,,,,,,2018-10-11 19:01:43,Data Scientist,2018-10-11 19:01:51,2 - 3,2018-10-11 19:02:03,Not native - full working proficiency,2018-10-11 19:02:23,Male,2018-10-11 19:02:32,35 - 44,2018-10-11 19:02:37
PC,FALSE,2018-10-11 18:59:10,,168,754,2018-10-11 18:59:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 19:08:54,2018-10-11 19:22:31,168,755,2018-10-11 19:09:39,,,,For the office where I worked (but open to other users),2018-10-11 19:10:08,Not sure,2018-10-11 19:10:15,data.table group operations are fast,2018-10-11 19:10:41,,8,,8,2018-10-11 19:10:47,,,,,,,,,,,,,,,,Essential,2,2018-10-11 19:20:35,,,,,,,Essential,1,2018-10-11 19:18:51,,,,,,,,,,,,,2018-10-11 19:20:43,Less than 2 years,2018-10-11 19:20:51,R,,,,,,,,2018-10-11 19:21:00,Data Scientist,2018-10-11 19:21:06,1,2018-10-11 19:22:10,,2018-10-11 19:22:13,Male,2018-10-11 19:22:23,25 - 34,2018-10-11 19:22:30
PC,TRUE,2018-10-11 19:08:56,2018-10-11 19:14:04,1,29,2018-10-11 19:09:15,For personal work and/or research use,,,,2018-10-11 19:09:34,Not sure,2018-10-11 19:09:59,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 19:10:34,,,9,9,2018-10-11 19:10:46,Not a Priority,12,2018-10-11 19:12:31,Low Priority,9,2018-10-11 19:11:59,Medium Priority,5,2018-10-11 19:11:38,Low Priority,4,2018-10-11 19:11:26,High Priority,8,2018-10-11 19:11:50,Low Priority,11,2018-10-11 19:12:12,Not a Priority,1,2018-10-11 19:11:18,Essential,6,2018-10-11 19:11:40,Medium Priority,10,2018-10-11 19:12:05,Not a Priority,14,2018-10-11 19:12:43,Low Priority,7,2018-10-11 19:11:46,Not a Priority,3,2018-10-11 19:11:22,Not a Priority,2,2018-10-11 19:11:20,2018-10-11 19:12:48,6 - 8 years,2018-10-11 19:13:03,R,,Java,,,,,,2018-10-11 19:13:14,bioinformatician,2018-10-11 19:13:27,4 - 6,2018-10-11 19:13:38,Not native - full working proficiency,2018-10-11 19:13:50,Male,2018-10-11 19:13:55,35 - 44,2018-10-11 19:14:03
PC,TRUE,2018-10-11 19:13:06,2018-10-11 19:26:56,168,757,2018-10-11 19:14:05,,,,How does software technology spreads in the open source community?,2018-10-11 19:16:06,No,2018-10-11 19:16:19,Chose the package to be compatible with other packages in my project,2018-10-11 19:18:20,,,10,10,2018-10-11 19:18:30,High Priority,2,2018-10-11 19:25:17,,,,,,,Medium Priority,3,2018-10-11 19:25:24,Essential,1,2018-10-11 19:25:10,Low Priority,4,2018-10-11 19:25:32,,,,,,,,,,,,,Not a Priority,5,2018-10-11 19:25:44,,,,,,,2018-10-11 19:25:44,Less than 2 years,2018-10-11 19:25:55,R,,,,,,,,2018-10-11 19:26:02,Data Scientist,2018-10-11 19:26:11,2 - 3,2018-10-11 19:26:26,Not native - full working proficiency,2018-10-11 19:26:41,Female,2018-10-11 19:26:47,45 - 54,2018-10-11 19:26:54
Phone,FALSE,2018-10-11 19:14:10,,0,0,2018-10-11 19:14:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 19:14:40,,1,32,2018-10-11 19:14:43,For personal work and/or research use,,,,2018-10-11 19:14:55,,2018-10-11 19:14:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 19:15:07,,0,0,2018-10-11 19:15:20,For personal work and/or research use,,,,2018-10-11 19:15:32,Not sure,2018-10-11 19:15:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,TRUE,2018-10-11 19:16:30,2018-10-11 19:19:11,0,0,2018-10-11 19:16:34,,,,Teaching co-workers,2018-10-11 19:16:53,Not sure,2018-10-11 19:17:01,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 19:17:28,,,10,10,2018-10-11 19:17:37,Medium Priority,4,2018-10-11 19:18:18,,,,High Priority,3,2018-10-11 19:18:09,,,,Essential,5,2018-10-11 19:18:23,,,,,,,,,,Essential,2,2018-10-11 19:18:03,High Priority,1,2018-10-11 19:17:57,,,,,,,,,,2018-10-11 19:18:22,2 - 5 years,2018-10-11 19:18:28,R,,,,,,,,2018-10-11 19:18:37,Data Scientist,2018-10-11 19:18:42,More than 25,2018-10-11 19:18:57,Native,2018-10-11 19:19:02,Female,2018-10-11 19:19:05,25 - 34,2018-10-11 19:19:09
PC,TRUE,2018-10-11 19:18:07,2018-10-11 19:21:39,0,0,2018-10-11 19:18:20,,,,For training that I gave,2018-10-11 19:18:39,Not sure,2018-10-11 19:18:59,I prefer working with the tidyverse when possible,2018-10-11 19:19:40,,,10,10,2018-10-11 19:19:44,Medium Priority,8,2018-10-11 19:20:38,Not a Priority,9,2018-10-11 19:20:40,Low Priority,6,2018-10-11 19:20:31,Not a Priority,3,2018-10-11 19:20:20,High Priority,13,2018-10-11 19:20:51,Not a Priority,11,2018-10-11 19:20:45,Not a Priority,2,2018-10-11 19:20:17,Medium Priority,10,2018-10-11 19:20:43,Medium Priority,12,2018-10-11 19:20:47,High Priority,5,2018-10-11 19:20:26,Not a Priority,4,2018-10-11 19:20:23,Not a Priority,1,2018-10-11 19:20:12,Not a Priority,7,2018-10-11 19:20:33,2018-10-11 19:20:54,13 - 19 years,2018-10-11 19:21:03,R,,,Python,,,,,2018-10-11 19:21:12,Data Scientist,2018-10-11 19:21:16,7 - 10,2018-10-11 19:21:22,Native,2018-10-11 19:21:27,Prefer not to answer,2018-10-11 19:21:32,35 - 44,2018-10-11 19:21:38
PC,TRUE,2018-10-11 19:19:58,2018-10-11 19:24:37,168,763,2018-10-11 19:20:13,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 19:20:25,Yes,2018-10-11 19:22:48,Chose the package to be compatible with other packages in my project,2018-10-11 19:23:01,,7,,7,2018-10-11 19:23:06,Medium Priority,4,2018-10-11 19:23:52,,,,High Priority,3,2018-10-11 19:23:37,,,,,,,,,,,,,,,,High Priority,2,2018-10-11 19:23:33,Medium Priority,1,2018-10-11 19:23:31,,,,,,,,,,2018-10-11 19:23:52,2 - 5 years,2018-10-11 19:23:59,R,,,,,,,,2018-10-11 19:24:04,Intern,2018-10-11 19:24:14,2 - 3,2018-10-11 19:24:21,Native,2018-10-11 19:24:26,Female,2018-10-11 19:24:31,35 - 44,2018-10-11 19:24:36
PC,TRUE,2018-10-11 19:23:31,2018-10-11 19:31:14,0,0,2018-10-11 19:23:55,For personal work and/or research use,,,,2018-10-11 19:24:32,Not sure,2018-10-11 19:25:25,"I didn't choose to use the package, it was included implicitly / unintentionally",2018-10-11 19:26:05,5,,,5,2018-10-11 19:26:34,Essential,1,2018-10-11 19:27:44,,,,,,,,,,Low Priority,4,2018-10-11 19:28:53,,,,,,,High Priority,2,2018-10-11 19:27:57,Medium Priority,3,2018-10-11 19:28:09,,,,,,,,,,Not a Priority,5,2018-10-11 19:29:22,2018-10-11 19:29:26,Less than 2 years,2018-10-11 19:29:39,R,,,,,,,,2018-10-11 19:29:47,biological student,2018-10-11 19:30:30,1,2018-10-11 19:30:47,Not native - limited working proficiency,2018-10-11 19:31:02,Male,2018-10-11 19:31:07,18 - 24,2018-10-11 19:31:13
PC,TRUE,2018-10-11 19:30:19,2018-10-11 19:33:40,0,0,2018-10-11 19:31:58,,,For a training / class that I took,,2018-10-11 19:32:08,No,2018-10-11 19:32:20,I saw a recommendation for the package,2018-10-11 19:32:38,,8,,8,2018-10-11 19:32:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-11 19:32:52,2 - 5 years,2018-10-11 19:33:00,R,,,,,,,,2018-10-11 19:33:06,Data Scientist,2018-10-11 19:33:15,,2018-10-11 19:33:18,Not native - full working proficiency,2018-10-11 19:33:32,,2018-10-11 19:33:35,,2018-10-11 19:33:38
Phone,FALSE,2018-10-11 19:32:19,,0,0,2018-10-11 19:32:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,TRUE,2018-10-11 19:33:23,2018-10-11 19:36:50,0,0,2018-10-11 19:33:31,For personal work and/or research use,,,,2018-10-11 19:33:44,No,2018-10-11 19:33:58,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 19:34:22,,8,,8,2018-10-11 19:34:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-11 19:35:18,2 - 5 years,2018-10-11 19:35:28,R,,,,,,,,2018-10-11 19:35:43,biology professor,2018-10-11 19:36:11,4 - 6,2018-10-11 19:36:22,Not native - sufficient working proficiency,2018-10-11 19:36:36,Male,2018-10-11 19:36:41,55 - 64,2018-10-11 19:36:48
PC,TRUE,2018-10-11 19:37:20,2018-10-11 19:42:42,1,34,2018-10-11 19:37:27,,,For a training / class that I took,,2018-10-11 19:37:37,No,2018-10-11 19:39:13,"I didn't choose to use the package, it was included implicitly / unintentionally",2018-10-11 19:39:35,,,10,10,2018-10-11 19:39:55,,,,,,,Not a Priority,7,2018-10-11 19:41:18,,,,Essential,3,2018-10-11 19:40:56,,,,,,,Low Priority,1,2018-10-11 19:40:36,Medium Priority,6,2018-10-11 19:41:06,High Priority,5,2018-10-11 19:40:58,,,,,,,,,,2018-10-11 19:41:19,9 - 12 years,2018-10-11 19:41:35,R,,Java,,,,,,2018-10-11 19:41:49,Engineering Manager / Lead Software Engineer,2018-10-11 19:42:12,More than 25,2018-10-11 19:42:25,Native,2018-10-11 19:42:30,Prefer not to answer,2018-10-11 19:42:37,,2018-10-11 19:42:41
PC,TRUE,2018-10-11 19:41:39,2018-10-11 19:46:27,0,0,2018-10-11 19:41:54,It's a coures on tidyverse that I developed,"For a wider audience, such as developers of other packages or other software",,Other,2018-10-11 19:42:24,No,2018-10-11 19:42:30,Chose the package to be compatible with other packages in my project,2018-10-11 19:42:44,,,10,10,2018-10-11 19:42:51,,,,,,,Essential,1,2018-10-11 19:43:24,,,,Not a Priority,5,2018-10-11 19:43:38,,,,,,,Low Priority,4,2018-10-11 19:43:33,High Priority,2,2018-10-11 19:43:28,Medium Priority,3,2018-10-11 19:43:29,,,,,,,,,,2018-10-11 19:43:38,6 - 8 years,2018-10-11 19:43:47,R,,,,,,,,2018-10-11 19:44:35,Data Scientist,2018-10-11 19:44:40,More than 25,2018-10-11 19:44:47,Not native - full working proficiency,2018-10-11 19:44:56,Male,2018-10-11 19:45:01,35 - 44,2018-10-11 19:46:26
PC,TRUE,2018-10-11 19:44:25,2018-10-11 19:48:03,24,770,2018-10-11 19:44:28,For personal work and/or research use,,,,2018-10-11 19:45:17,Yes,2018-10-11 19:45:29,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 19:45:41,,8,,8,2018-10-11 19:45:46,,,,,,,High Priority,2,2018-10-11 19:46:55,,,,,,,,,,,,,Low Priority,4,2018-10-11 19:47:06,Medium Priority,1,2018-10-11 19:46:51,,,,,,,,,,,,,2018-10-11 19:47:07,9 - 12 years,2018-10-11 19:47:17,R,,,,,,,,2018-10-11 19:47:25,Academic researcher,2018-10-11 19:47:37,2 - 3,2018-10-11 19:47:45,Native,2018-10-11 19:47:53,Male,2018-10-11 19:47:58,35 - 44,2018-10-11 19:48:02
PC,FALSE,2018-10-11 19:51:30,,0,0,2018-10-11 19:53:39,For personal work and/or research use,,,,2018-10-11 19:53:48,Not sure,2018-10-11 19:53:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 19:54:05,,24,772,2018-10-11 19:54:10,,Because Microsoft was paying me to do it,,Other,2018-10-11 19:54:38,Not sure,2018-10-11 19:54:46,"I didn't choose to use the package, it was included implicitly / unintentionally",2018-10-11 19:54:59,5,,,5,2018-10-11 19:55:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 19:55:17,2018-10-11 20:01:33,24,773,2018-10-11 19:55:34,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",For a training / class that I took,,2018-10-11 19:55:59,No,2018-10-11 19:56:47,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 19:57:56,,,10,10,2018-10-11 19:58:04,,,,,,,Medium Priority,7,2018-10-11 19:59:32,,,,High Priority,4,2018-10-11 19:59:16,High Priority,5,2018-10-11 19:59:20,,,,High Priority,6,2018-10-11 19:59:23,Essential,2,2018-10-11 19:59:12,Essential,1,2018-10-11 19:58:46,,,,,,,,,,2018-10-11 19:59:39,2 - 5 years,2018-10-11 20:00:04,R,,,Python,,,,,2018-10-11 20:00:15,Undergraduate student in Cognitive Science,2018-10-11 20:00:35,2 - 3,2018-10-11 20:01:08,Not native - full working proficiency,2018-10-11 20:01:20,Male,2018-10-11 20:01:26,25 - 34,2018-10-11 20:01:32
Tablet,FALSE,2018-10-11 19:56:08,,1,23,2018-10-11 19:56:11,,,For a training / class that I took,,2018-10-11 19:56:17,Not sure,2018-10-11 19:56:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 19:56:14,2018-10-11 20:02:09,168,775,2018-10-11 19:56:22,For personal work and/or research use,,For a training / class that I took,,2018-10-11 19:57:24,Yes,2018-10-11 19:57:36,"I was taught to use tidy over base dataframes in a class, so I was more familiar with it",2018-10-11 19:59:22,,7,,7,2018-10-11 19:59:33,,,,,,,,,,,,,High Priority,2,2018-10-11 20:00:23,,,,,,,Low Priority,4,2018-10-11 20:00:36,Essential,1,2018-10-11 20:00:15,Medium Priority,3,2018-10-11 20:00:27,,,,,,,,,,2018-10-11 20:00:44,Less than 2 years,2018-10-11 20:00:56,"perl, MatLab",,,,,,,Other,2018-10-11 20:01:19,student,2018-10-11 20:01:35,1,2018-10-11 20:01:52,Native,2018-10-11 20:01:58,Male,2018-10-11 20:02:03,35 - 44,2018-10-11 20:02:08
PC,TRUE,2018-10-11 19:58:57,2018-10-11 20:03:55,24,776,2018-10-11 19:59:08,For personal work and/or research use,,,,2018-10-11 19:59:28,No,2018-10-11 20:00:17,The two functions used in this commit are from the base package,2018-10-11 20:01:43,,,10,10,2018-10-11 20:01:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-11 20:02:45,20 years or more,2018-10-11 20:02:52,Ruby,,,Python,Javascript,,,Other,2018-10-11 20:03:23,Software Engineer,2018-10-11 20:03:30,More than 25,2018-10-11 20:03:37,Native,2018-10-11 20:03:44,Male,2018-10-11 20:03:49,55 - 64,2018-10-11 20:03:54
PC,TRUE,2018-10-11 19:59:29,2018-10-11 20:05:10,24,777,2018-10-11 19:59:39,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 20:01:33,Yes,2018-10-11 20:01:45,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 20:02:15,,,10,10,2018-10-11 20:02:28,,,,,,,,,,,,,High Priority,3,2018-10-11 20:03:29,,,,,,,Essential,1,2018-10-11 20:03:07,High Priority,2,2018-10-11 20:03:21,,,,,,,,,,,,,2018-10-11 20:03:49,9 - 12 years,2018-10-11 20:04:00,R,,,Python,Javascript,,,,2018-10-11 20:04:20,Data Scientist,2018-10-11 20:04:27,11 - 15,2018-10-11 20:04:46,Not native - full working proficiency,2018-10-11 20:04:58,Male,2018-10-11 20:05:03,55 - 64,2018-10-11 20:05:09
Phone,FALSE,2018-10-11 20:03:59,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 20:10:11,,0,0,2018-10-11 20:10:17,,"For a wider audience, such as developers of other packages or other software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 20:11:52,,1,24,2018-10-11 20:12:00,For personal work and/or research use,,,,2018-10-11 20:12:13,,2018-10-11 20:12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 20:11:55,2018-10-11 20:15:55,0,0,2018-10-11 20:12:01,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 20:12:48,Not sure,2018-10-11 20:13:04,I saw a recommendation for the package,2018-10-11 20:13:25,,8,,8,2018-10-11 20:13:32,High Priority,2,2018-10-11 20:14:11,Medium Priority,12,2018-10-11 20:14:46,Essential,8,2018-10-11 20:14:31,Medium Priority,13,2018-10-11 20:14:51,Medium Priority,5,2018-10-11 20:14:22,Low Priority,3,2018-10-11 20:14:15,Low Priority,11,2018-10-11 20:14:41,High Priority,4,2018-10-11 20:14:19,High Priority,14,2018-10-11 20:14:54,Not a Priority,6,2018-10-11 20:14:24,Not a Priority,9,2018-10-11 20:14:34,Low Priority,7,2018-10-11 20:14:28,Not a Priority,1,2018-10-11 20:14:07,2018-10-11 20:14:54,Less than 2 years,2018-10-11 20:15:06,R,,,,,,,,2018-10-11 20:15:15,student,2018-10-11 20:15:26,2 - 3,2018-10-11 20:15:33,Native,2018-10-11 20:15:40,Prefer not to answer,2018-10-11 20:15:47,,2018-10-11 20:15:54
Phone,TRUE,2018-10-11 20:12:26,2018-10-11 20:15:19,168,782,2018-10-11 20:12:30,For personal work and/or research use,,,,2018-10-11 20:13:07,No,2018-10-11 20:13:16,,2018-10-11 20:13:46,5,,,5,2018-10-11 20:13:52,,,,,,,,,,Medium Priority,2,2018-10-11 20:14:22,,,,,,,,,,High Priority,4,2018-10-11 20:14:25,Medium Priority,1,2018-10-11 20:14:15,,,,,,,,,,,,,2018-10-11 20:14:27,Less than 2 years,2018-10-11 20:14:35,R,,,,,,,,2018-10-11 20:14:41,Data Scientist,2018-10-11 20:14:45,2 - 3,2018-10-11 20:14:53,Not native - full working proficiency,2018-10-11 20:15:04,Male,2018-10-11 20:15:14,25 - 34,2018-10-11 20:15:18
PC,FALSE,2018-10-11 20:12:31,,0,0,2018-10-11 20:12:48,For personal work and/or research use,,,,2018-10-11 20:13:35,No,2018-10-11 20:13:56,I'm co-developer of that package,2018-10-11 20:14:45,,,10,10,2018-10-11 20:14:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
